"[0, 0, 0, -1, 0, 0, 0, 0, 1, -1, 0, 0, 0, 0, 1, 1, 0, 0, 0, -1, 1, 1, 1, 0, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",23,80,0.08280372619628906,3,-1
"[0, 0, 0, -1, 0, 0, 0, 0, 1, -1, 0, 0, 0, 0, 1, 1, 0, 1, 0, -1, -1, -1, -1, 1, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,95,0.10118389129638672,3,-1
"[0, -1, 1, -1, 0, 0, 0, 0, 1, -1, 0, 0, 0, 0, 1, -1, 0, 1, 0, -1, -1, -1, -1, 1, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",,4,0.005427122116088867,3,-1
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8,44,0.041664838790893555,3,-1
"[0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",26,94,0.10019135475158691,3,-1
"[0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 1, 1, 0, 0, 1, -1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",32,124,0.1383826732635498,3,-1
"[0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 1, 1, 0, 0, 1, -1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0]",17,83,0.10019207000732422,3,-1
"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, -1, -1, -1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0]",25,69,0.08977699279785156,3,-1
"[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, -1, -1, 0, 1, -1, 1, 0, 0, 0, -1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0]",10,114,0.14433526992797852,3,-1
"[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, -1, 0, 0, 0, 1, 1, -1, -1, 0, 1, -1, 1, 1, 0, 0, -1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0]",13,163,0.21625590324401855,3,-1
"[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, -1, 0, 0, 1, -1, -1, -1, -1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0]",30,182,0.275280237197876,3,-1
"[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, -1, -1, 1, -1, 1, 1, -1, 1, 1, 0, 0, -1, 1, 0, 0, 0, -1, 1, 1, 1, 0, 0]",5,206,0.316943883895874,3,-1
"[0, 0, 1, 0, 1, -1, 0, 0, 1, 1, 1, -1, 0, 1, -1, -1, 1, -1, 1, 1, -1, 1, 1, 0, 0, -1, 1, 0, 0, 0, -1, 1, 1, 1, 0, 0]",3,132,0.19790410995483398,3,-1
"[0, 0, 1, -1, -1, -1, 0, 0, 1, -1, -1, -1, 0, 1, -1, -1, 1, -1, 1, 1, -1, 1, 1, 0, 1, 1, 1, 0, 0, 0, -1, 1, 1, 1, 0, 0]",34,92,0.14036846160888672,3,-1
"[0, 0, 1, -1, -1, -1, 0, 1, 1, -1, -1, -1, 0, 1, 1, -1, 1, -1, 1, 1, -1, 1, 1, 0, 1, 1, 1, 0, 0, 0, -1, -1, -1, -1, -1, 0]",12,54,0.07539176940917969,3,-1
"[0, 0, 1, -1, -1, -1, 0, 1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, 1, 1, 0, -1, 1, 1, 1, 0, 0, -1, -1, -1, -1, -1, 0]",1,54,0.08382391929626465,3,-1
"[1, -1, -1, -1, -1, -1, 0, 1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1, -1, -1, 1, 1, 0, -1, 1, 1, 1, 0, 0, -1, -1, -1, -1, -1, 0]",6,1,0.004465341567993164,3,-1
"[1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1, -1, -1, 1, 1, 0, -1, 1, 1, 1, 0, 0, -1, -1, -1, -1, -1, 0]",28,7,0.014385700225830078,3,-1
"[1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, 1, -1, 0, -1, -1, -1, -1, 1, 0, -1, -1, -1, -1, -1, 1]",23,1,0.003937244415283203,3,-1
